#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"msedge.exe","180","2362907480064","21860352","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","msedge.exe","msedge.exe",,"msedge.exe",,"Win32_Process","9/1/2026 1:50:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2432","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","21860352","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --startup-read-main-dll --metrics-shmem-handle=2632,i,17069656614164532847,748786526898048276,524288 --field-trial-handle=2156,i,3872318239404674064,2491649478060125291,262144 --variations-seed-version --pseudonymization-salt-handle=2160,i,14848164324371865319,7777009850808709346,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2724 /prefetch:13","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","180","1380","200","109","8140","7513","8644","8024","9512","2362957811712","21820","8851456","2432","14","852","27","852","78","35131","2","11","2362907480064","10.0.26200","87","185717",
"svchost.exe","225","2203452440576","21680128",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 2:06:18 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4460","2656250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","21680128",,,"225",,,"3235","53730","8151","3732","860","8968","2203458740224","27880","3821568","4460","14","166","16","250","13","263530","0","5","2203452440576","10.0.26200","0","0",
"AMAExtHealthMonitor.exe","198","2203408330752","17170432","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AMAExtHealthMonitor.exe","AMAExtHealthMonitor.exe","AMAExtHealthMonitor.exe",,"AMAExtHealthMonitor.exe",,"Win32_Process","9/1/2026 2:10:31 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6168","7500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2500000","17170432","AMAExtHealthMonitor.exe Global\AMA-HealthMonitor-ShutdownEvent AzureMonitorAgent-ResetEvent enable","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AMAExtHealthMonitor.exe","198","1380","200","7703","141362","63479","3352","1316","3872","2203420024832","17868","3432448","6168","15","114","23","125","3","837","0","4","2203408330752","10.0.26200","2236","330494",
"conhost.exe","81","2203392200704","6705152","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/1/2026 2:10:31 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3732","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","6705152","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","81","1380","200","11229","468391","1947","1216","6168","1292","2203394297856","6872","1245184","3732","8","71","9","71","0","0","0","2","2203392200704","10.0.26200","0","0",
"MetricsExtension.Native.exe","289","2203489484800","24150016","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe","MetricsExtension.Native.exe","MetricsExtension.Native.exe",,"MetricsExtension.Native.exe",,"Win32_Process","9/1/2026 2:11:31 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7580","70781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"6406250","24150016","Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe -stopEvent AMA-MetricsExtension-ShutdownEvent -diagnosticsProvider 075ad6b7-a60f-11f1-8f6d-6045bd848ca7 -EnableDcrManagedSources -ExecutionPriorityLevel 0 -OperationEnvironment AMA-Windows/1.45.0.0 -ManagedIdentity sai -Input etw -OtlpGrpcHost 127.0.0.1 -ConfigOverrides {\""enableInternalMetricsGigQosTarget\"":false} ","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe","289","1380","200","12945","686969","307389","10776","6168","11440","2203508740096","29352","11034624","7580","22","200","66","219","16","7444","0","8","2203489484800","10.0.26200","255","916",
"conhost.exe","76","2203392200704","6664192","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/1/2026 2:11:31 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10400","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","6664192","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","76","1380","200","222","9302","1943","1124","7580","1212","2203398418432","6772","1150976","10400","8","65","9","87","1","6409","0","2","2203392200704","10.0.26200","0","0",
"MonAgentLauncher.exe","89","2203377995776","6332416","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentLauncher.exe","MonAgentLauncher.exe","MonAgentLauncher.exe",,"MonAgentLauncher.exe",,"Win32_Process","9/1/2026 2:11:32 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1580","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","6332416","Monitoring\Agent\MonAgentLauncher.exe -useenv -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName -StartEvent AzureMonitorAgentExtension-StartAgentEventName -StopEvent AzureMonitorAgentExtension-StopAgentEventName","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentLauncher.exe","89","1380","200","207","4468","1867","1032","6168","1128","2203383705600","6816","1056768","1580","7","49","13","81","0","0","0","1","2203377995776","10.0.26200","18","2489",
"MonAgentHost.exe","128","2203394818048","10248192","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentHost.exe","MonAgentHost.exe","MonAgentHost.exe",,"MonAgentHost.exe",,"Win32_Process","9/1/2026 2:11:32 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10996","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","10248192"," -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01"" -parent 1580 -mcsmode  -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName -InitializedEvent AzureMonitorAgentExtension-StartAgentEventName","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentHost.exe","128","1380","200","254","4474","3150","1996","1580","2372","2203400163328","11240","2043904","10996","10","81","17","89","20","90540","0","2","2203394818048","10.0.26200","1668","3507",
"MonAgentManager.exe","431","2203483631616","31297536","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentManager.exe","MonAgentManager.exe","MonAgentManager.exe",,"MonAgentManager.exe",,"Win32_Process","9/1/2026 2:11:32 PM","Win32_ComputerSystem","DataFiles-Corp-",,"11060","5312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2187500","31297536","-serviceShutdown MonAgentShutdownEvent.10996 -parent 10996 -deploymentdir ""C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent"" -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01"" ""-mcsmode"" ""-ShutDownEvent"" ""AzureMonitorAgentExtension-ShutdownEventName"" ""-TotalShutDownEvent"" ""AzureMonitorAgentExtension-TotalShutdownEventName"" ""-InitializedEvent"" ""AzureMonitorAgentExtension-StartAgentEventName"" -LogPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\Configuration\MonAgentHost.1.log""","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentManager.exe","431","1380","200","4401","310472","11723","9076","10996","10592","2203504373760","34968","9293824","11060","27","200","69","233","69","243573","0","17","2203483631616","10.0.26200","8277","39198",
"fluent-bit.exe","278","4398350336","27951104","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\fluent-bit.exe","fluent-bit.exe","fluent-bit.exe",,"fluent-bit.exe",,"Win32_Process","9/1/2026 2:11:38 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7548","117968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"23906250","27951104"," --config=""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\mcs/fluentbit/td-agent.conf""","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\fluent-bit.exe","278","1380","200","401530","25057794","12496","4032","11060","4228","4402552832","28172","4128768","7548","100","151","126","152","342528","170666312","0","5","4398350336","10.0.26200","2402","4933212",
"MonAgentCore.exe","619","2203512979456","39747584","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentCore.exe","MonAgentCore.exe","MonAgentCore.exe",,"MonAgentCore.exe",,"Win32_Process","9/1/2026 2:11:38 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3976","19218750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"14843750","39747584","  -deploymentdir ""C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent"" -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01""  -mcsmode    -InitializedEvent ""AzureMonitorAgentExtension-StartAgentEventName""  -managerver 1  -parent 11060 -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName10996 -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName10996 -ConfigFile ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\mcs\mcsconfig.latest.xml"" ","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentCore.exe","619","1380","200","41731","1836009","36073","16352","11060","21172","2203536580608","45600","16744448","3976","38","219","80","253","114","415261","0","43","2203512979456","10.0.26200","587","2981",
"svchost.exe","289","2203437330432","24780800",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 3:16:04 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10668","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","24780800",,,"289",,,"686","77011","6828","3364","860","4808","2203447382016","25188","3444736","10668","15","144","45","162","0","0","0","4","2203437330432","10.0.26200","0","0",
"svchost.exe","211","2203499356160","14471168",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 3:16:06 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8116","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","14471168",,,"211",,,"634","11042","4299","6564","860","7100","2203505647616","14696","6721536","8116","17","105","18","108","249","1791337","0","5","2203499356160","10.0.26200","30","151552",
"SenseIR.exe","360","2203446779904","23113728",,"SenseIR.exe","SenseIR.exe",,"SenseIR.exe",,"Win32_Process","9/1/2026 3:25:14 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8316","1562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","23113728",,,"360",,,"3347","100958","9894","6952","3808","7300","2203456872448","24036","7118848","8316","16","193","57","200","60","2940829","0","5","2203446779904","10.0.26200","0","0",
"mmc.exe","671","2204124012544","31522816","C:\Windows\system32\mmc.exe","mmc.exe","mmc.exe",,"mmc.exe",,"Win32_Process","9/1/2026 3:38:05 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1724","23593750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9687500","31522816","""C:\Windows\system32\mmc.exe"" ""C:\Windows\System32\compmgmt.msc"" ","C:\Windows\system32\mmc.exe","671","1380","200","8684","174830","118672","45600","6296","49388","2204148539392","63116","46694400","1724","54","666","66","709","4129","878534","2","12","2204124012544","10.0.26200","2058","387488",
"mmc.exe","647","2204122533888","51322880","C:\Windows\system32\mmc.exe","mmc.exe","mmc.exe",,"mmc.exe",,"Win32_Process","9/1/2026 3:43:32 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9108","16562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"6718750","51322880","""C:\WINDOWS\SYSTEM32\MMC.EXE"" ""C:\WINDOWS\SYSTEM32\SECPOL.MSC"" ","C:\Windows\system32\mmc.exe","647","1380","200","5714","87718","47287","50108","6296","51192","2204147949568","84208","51310592","9108","51","617","54","667","5725","8135993","2","12","2204122533888","10.0.26200","6","669",
"ApplicationFrameHost.exe","453","2203605475328","51257344",,"ApplicationFrameHost.exe","ApplicationFrameHost.exe",,"ApplicationFrameHost.exe",,"Win32_Process","9/1/2026 3:48:07 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9896","2031250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","51257344",,,"453",,,"822","7556","15325","10180","1008","11348","2203618611200","50104","10424320","9896","26","429","28","460","1","60","2","3","2203605475328","10.0.26200","0","0",
"SystemSettings.exe","1346","2203930742784","112934912","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","SystemSettings.exe","SystemSettings.exe",,"SystemSettings.exe",,"Win32_Process","9/1/2026 3:48:07 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3936","8750000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"19375000","112934912","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","1346","1380","200","6781","77031","53413","70084","1008","80172","2203971952640","175604","71766016","3936","49","1185","86","1533","1164","5229640","2","20","2203930742784","10.0.26200","5655","14016926",
"svchost.exe","166","2203438112768","16941056",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 3:48:07 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6292","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","16941056",,,"166",,,"143","1422","4371","1908","860","2432","2203442831360","16628","1953792","6292","10","138","11","146","0","0","2","2","2203438112768","10.0.26200","0","0",
"smartscreen.exe","182","2203451793408","14032896",,"smartscreen.exe","smartscreen.exe",,"smartscreen.exe",,"Win32_Process","9/1/2026 3:51:18 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10972","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","14032896",,,"182",,,"158","872","3671","2756","1008","2968","2203454414848","13780","2822144","10972","11","160","12","160","1","6621","2","5","2203451793408","10.0.26200","0","0",
"MySQLWorkbench.exe","640","5285277696","170549248","C:\Program Files\MySQL\MySQL Workbench 8.0\MySQLWorkbench.exe","MySQLWorkbench.exe","MySQLWorkbench.exe",,"MySQLWorkbench.exe",,"Win32_Process","9/1/2026 3:53:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7676","20312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"21250000","170549248","""C:\Program Files\MySQL\MySQL Workbench 8.0\MySQLWorkbench.exe"" ","C:\Program Files\MySQL\MySQL Workbench 8.0\MySQLWorkbench.exe","640","1380","200","16506","355271","136328","113464","5572","120644","5323976704","178324","116187136","7676","77","753","80","787","2524","12445092","2","17","5285277696","10.0.26200","849","1315281",
"svchost.exe","172","2203456937984","16052224",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 3:56:11 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9568","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","16052224",,,"172",,,"459","1248","4280","5372","860","15152","2203461193728","15892","5500928","9568","17","90","18","91","574","286680","0","27","2203456937984","10.0.26200","0","0",
"msiexec.exe","167","2203411185664","12730368",,"msiexec.exe","msiexec.exe",,"msiexec.exe",,"Win32_Process","9/1/2026 3:56:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6268","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","12730368",,,"167",,,"227","4116","3254","6080","860","6232","2203413807104","12516","6225920","6268","10","117","11","119","1","51665","0","2","2203411185664","10.0.26200","0","0",
"mmc.exe","591","2204084256768","66109440","C:\Windows\system32\mmc.exe","mmc.exe","mmc.exe",,"mmc.exe",,"Win32_Process","9/1/2026 3:56:56 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10476","5781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"6406250","66109440","""C:\Windows\system32\mmc.exe"" ""C:\Windows\system32\WF.msc"" ","C:\Windows\system32\mmc.exe","591","1380","200","2256","31974","48575","45668","5572","46340","2204088999936","69692","46764032","10476","39","584","41","586","95","714429","2","13","2204084256768","10.0.26200","0","0",
"svchost.exe","285","2203418431488","12247040",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 3:57:11 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3724","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","12247040",,,"285",,,"449","14750","3155","3032","860","3112","2203419480064","11960","3104768","3724","16","99","42","99","0","0","0","8","2203418431488","10.0.26200","0","0",
"audiodg.exe","293","2203451904000","18436096",,"audiodg.exe","audiodg.exe",,"audiodg.exe",,"Win32_Process","9/1/2026 3:57:11 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6348","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","18436096",,,"293",,,"341","2206","6200","7016","2396","9596","2203455918080","20408","7184384","6348","15","126","49","130","15","8510","0","5","2203451904000","10.0.26200","22","296936",
"WmiPrvSE.exe","353","2203424604160","24707072",,"WmiPrvSE.exe","WmiPrvSE.exe",,"WmiPrvSE.exe",,"Win32_Process","9/1/2026 4:00:49 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1940","5156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","24707072",,,"353",,,"9226","51102","30023","9836","1008","10884","2203424665600","24892","10072064","1940","20","124","45","130","39","281196","0","12","2203424604160","10.0.26200","36","3464",
"WmiPrvSE.exe","171","2203399118848","13991936",,"WmiPrvSE.exe","WmiPrvSE.exe",,"WmiPrvSE.exe",,"Win32_Process","9/1/2026 4:00:51 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3980","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","13991936",,,"171",,,"144","434","3913","3972","1008","4060","2203399643136","13664","4067328","3980","12","82","12","82","0","0","0","8","2203399118848","10.0.26200","0","0",
"TrustedInstaller.exe","148","2203390394368","10600448",,"TrustedInstaller.exe","TrustedInstaller.exe",,"TrustedInstaller.exe",,"Win32_Process","9/1/2026 4:00:51 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7092","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","10600448",,,"148",,,"104","614","2669","1812","860","1884","2203391451136","10352","1855488","7092","10","70","10","70","1","5104","0","6","2203390394368","10.0.26200","12","1282",
"TiWorker.exe","217","2203435409408","19156992","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe","TiWorker.exe","TiWorker.exe",,"TiWorker.exe",,"Win32_Process","9/1/2026 4:00:51 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8272","4531250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"8906250","19156992","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe -Embedding","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe","217","1380","200","1928","19464","14738","4644","1008","20576","2203440861184","34708","4755456","8272","14","139","15","220","219","4120979","0","5","2203435409408","10.0.26200","283","28423",
"svchost.exe","182","2203411202048","10227712",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 4:00:52 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10956","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","10227712",,,"182",,,"156","2324","2598","1920","860","1980","2203411726336","10008","1966080","10956","10","81","10","81","2","4655","0","7","2203411202048","10.0.26200","1","160",
"MoUsoCoreWorker.exe","263","2203466887168","27451392","C:\Windows\uus\AMD64\MoUsoCoreWorker.exe","MoUsoCoreWorker.exe","MoUsoCoreWorker.exe",,"MoUsoCoreWorker.exe",,"Win32_Process","9/1/2026 4:01:13 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6140","4375000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1875000","27451392","""C:\Windows\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces","C:\Windows\uus\AMD64\MoUsoCoreWorker.exe","263","1380","200","5881","38930","11280","5884","6784","10372","2203471081472","30644","6025216","6140","19","178","20","260","632","747944","0","11","2203466887168","10.0.26200","110","193316",
"powershell.exe","600","2204000432128","77754368","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","powershell.exe","powershell.exe",,"powershell.exe",,"Win32_Process","9/1/2026 4:01:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9968","1718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1093750","77754368","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe ""Get-CimInstance -ClassName Win32_Process | ConvertTo-Csv""","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","600","1380","200","2689","66502","19857","63312","3808","63312","2204000432128","75932","64831488","9968","30","452","30","452","119","412155","0","20","2204000432128","10.0.26200","2","120",
"conhost.exe","76","2203393257472","7352320","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/1/2026 4:01:25 PM","Win32_ComputerSystem","DataFiles-Corp-",,"2608","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","7352320","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","76","1380","200","95","3492","1875","1100","9968","1100","2203393257472","7180","1126400","2608","9","65","9","65","0","0","0","3","2203393257472","10.0.26200","0","0",
