#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"svchost.exe","171","2203416846336","10387456",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:09 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4048","1250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","10387456",,,"171",,,"94","2168","6974","1764","844","2140","2203421999104","10604","1806336","4048","10","92","20","93","0","0","0","3","2203416846336","10.0.26200","0","0",
"svchost.exe","148","2203404984320","9146368",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:09 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4264","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","9146368",,,"148",,,"67","964","3539","1532","844","1804","2203407618048","9328","1568768","4264","9","75","10","75","0","0","0","2","2203404984320","10.0.26200","0","0",
"svchost.exe","228","2203417665536","12206080",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:09 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4372","1250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","12206080",,,"228",,,"443","2630","8437","2356","844","2696","2203423031296","12424","2412544","4372","16","97","18","99","3","4566","0","7","2203417665536","10.0.26200","1","160",
"svchost.exe","382","2203489333248","33714176",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4584","8437500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"15000000","33714176",,,"382",,,"17894","212108","57332","9832","844","21020","2203495399424","44080","10067968","4584","20","202","26","286","102","1303119","0","10","2203489333248","10.0.26200","0","0",
"AggregatorHost.exe","136","2203381596160","10207232","C:\Windows\System32\AggregatorHost.exe","AggregatorHost.exe","AggregatorHost.exe",,"AggregatorHost.exe",,"Win32_Process","9/2/2026 11:08:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4704","1250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1718750","10207232","AggregatorHost.exe","C:\Windows\System32\AggregatorHost.exe","136","1380","200","1260","11664","4498","1756","3232","1968","2203384561664","10272","1798144","4704","9","70","10","73","23","180430","0","1","2203381596160","10.0.26200","160","8666",
"svchost.exe","142","2203407683584","8908800",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:30 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6296","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","8908800",,,"142",,,"291","3184","4387","1596","844","1808","2203411550208","9328","1634304","6296","10","77","10","78","2","0","0","2","2203407683584","10.0.26200","2","540",
"SenseTVM.exe","295","2203493851136","27197440","C:\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe","SenseTVM.exe","SenseTVM.exe",,"SenseTVM.exe",,"Win32_Process","9/2/2026 11:08:30 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6368","5156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"5781250","27197440","-","C:\Program Files\Windows Defender Advanced Threat Protection\SenseTVM.exe","295","204800","80","26359","674318","9418","5496","3576","5708","2203509338112","27288","5627904","6368","19","177","25","180","39","2149436","0","15","2203493851136","10.0.26200","0","0",
"SearchIndexer.exe","678","2203474866176","27836416",,"SearchIndexer.exe","SearchIndexer.exe",,"SearchIndexer.exe",,"Win32_Process","9/2/2026 11:08:31 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6500","19375000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"36093750","27836416",,,"678",,,"76880","18293508","28514","10748","844","11668","2203475390464","28640","11005952","6500","18","187","27","190","83952","271197748","0","12","2203474866176","10.0.26200","3600","1271576",
"SenseNdr.exe","223","2203565002752","59158528","C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe","SenseNdr.exe","SenseNdr.exe",,"SenseNdr.exe",,"Win32_Process","9/2/2026 11:08:31 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6536","310468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"812812500","59158528","""C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe"" -","C:\Program Files\Windows Defender Advanced Threat Protection\SenseNdr.exe","223","102400","80","259","2770","87989","86860","3576","115792","2203582255104","88400","88944640","6536","177842","116","177869","119","162","657774","0","24","2203565002752","10.0.26200","1","23",
"svchost.exe","222","2203414315008","10219520",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:31 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6640","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","10219520",,,"222",,,"379","8990","7191","2036","844","2444","2203420606464","10644","2084864","6640","17","87","44","88","0","0","0","6","2203414315008","10.0.26200","0","0",
"NisSrv.exe","214","2203439054848","14417920",,"NisSrv.exe","NisSrv.exe",,"NisSrv.exe",,"Win32_Process","9/2/2026 11:08:32 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6788","3437500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3125000","14417920",,,"214",,,"799","16912","12874","4344","844","4924","2203443744768","15580","4448256","6788","30","134","41","135","0","0","0","4","2203439054848","10.0.26200","0","0",
"svchost.exe","392","2203462803456","22904832",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:08:32 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6868","2031250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2031250","22904832",,,"392",,,"543","6052","11801","5004","844","5660","2203473289216","24336","5124096","6868","20","190","47","195","9","3855","0","7","2203462803456","10.0.26200","2","3200",
"AMAExtHealthMonitor.exe","238","2203413577728","17674240","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AMAExtHealthMonitor.exe","AMAExtHealthMonitor.exe","AMAExtHealthMonitor.exe",,"AMAExtHealthMonitor.exe",,"Win32_Process","9/2/2026 11:08:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6936","50625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"13906250","17674240","AMAExtHealthMonitor.exe Global\AMA-HealthMonitor-ShutdownEvent AzureMonitorAgent-ResetEvent enable","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\AMAExtHealthMonitor.exe","238","1380","200","55001","946150","293768","3716","6568","3892","2203420028928","17572","3805184","6936","17","115","23","124","4","1428","0","9","2203413577728","10.0.26200","17512","2576131",
"conhost.exe","81","2203392200704","6905856","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/2/2026 11:08:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6892","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","6905856","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","81","1380","200","14550","626169","1909","1208","6936","1296","2203394297856","6764","1236992","6892","8","71","9","71","0","0","0","2","2203392200704","10.0.26200","0","0",
"SecurityHealthService.exe","403","2203498168320","24674304",,"SecurityHealthService.exe","SecurityHealthService.exe",,"SecurityHealthService.exe",,"Win32_Process","9/2/2026 11:09:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"5488","8125000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"3906250","24674304",,,"403",,,"13748","4935288","25884","7268","844","14700","2203506081792","33768","7442432","5488","19","195","39","224","102","2179268","0","9","2203498168320","10.0.26200","16","141739",
"MetricsExtension.Native.exe","289","2203489484800","24772608","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe","MetricsExtension.Native.exe","MetricsExtension.Native.exe",,"MetricsExtension.Native.exe",,"Win32_Process","9/2/2026 11:09:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2024","623125000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"89843750","24772608","Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe -stopEvent AMA-MetricsExtension-ShutdownEvent -diagnosticsProvider c800b489-a6be-11f1-8f6e-6045bd848ca7 -EnableDcrManagedSources -ExecutionPriorityLevel 0 -OperationEnvironment AMA-Windows/1.45.0.0 -ManagedIdentity sai -Input etw -OtlpGrpcHost 127.0.0.1 -ConfigOverrides {\""enableInternalMetricsGigQosTarget\"":false} ","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\Extensions\MetricsExtension\MetricsExtension.Native.exe","289","1380","200","94723","5190155","1621703","10904","6936","11688","2203506556928","28752","11165696","2024","22","200","68","219","97","51184","0","8","2203489484800","10.0.26200","1796","7080",
"conhost.exe","76","2203392200704","6934528","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/2/2026 11:09:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"4240","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","6934528","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","76","1380","200","846","40602","1891","1132","2024","1208","2203400515584","6792","1159168","4240","8","65","9","87","0","0","0","2","2203392200704","10.0.26200","0","0",
"MonAgentLauncher.exe","89","2203377995776","6569984","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentLauncher.exe","MonAgentLauncher.exe","MonAgentLauncher.exe",,"MonAgentLauncher.exe",,"Win32_Process","9/2/2026 11:09:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2164","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","6569984","Monitoring\Agent\MonAgentLauncher.exe -useenv -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName -StartEvent AzureMonitorAgentExtension-StartAgentEventName -StopEvent AzureMonitorAgentExtension-StopAgentEventName","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentLauncher.exe","89","1380","200","158","2304","1800","1044","6936","1148","2203383705600","6532","1069056","2164","7","48","13","56","0","0","0","1","2203377995776","10.0.26200","18","2489",
"MonAgentHost.exe","128","2203394818048","10706944","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentHost.exe","MonAgentHost.exe","MonAgentHost.exe",,"MonAgentHost.exe",,"Win32_Process","9/2/2026 11:09:36 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6800","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","10706944"," -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01"" -parent 2164 -mcsmode  -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName -InitializedEvent AzureMonitorAgentExtension-StartAgentEventName","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentHost.exe","128","1380","200","225","2356","3095","2000","2164","2376","2203400163328","10924","2048000","6800","10","80","17","89","20","90540","0","2","2203394818048","10.0.26200","1664","3499",
"MonAgentManager.exe","442","2203484684288","31924224","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentManager.exe","MonAgentManager.exe","MonAgentManager.exe",,"MonAgentManager.exe",,"Win32_Process","9/2/2026 11:09:37 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6108","16562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"17031250","31924224","-serviceShutdown MonAgentShutdownEvent.6800 -parent 6800 -deploymentdir ""C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent"" -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01"" ""-mcsmode"" ""-ShutDownEvent"" ""AzureMonitorAgentExtension-ShutdownEventName"" ""-TotalShutDownEvent"" ""AzureMonitorAgentExtension-TotalShutdownEventName"" ""-InitializedEvent"" ""AzureMonitorAgentExtension-StartAgentEventName"" -LogPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\Configuration\MonAgentHost.2.log""","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentManager.exe","442","1380","200","20171","2023133","24779","9628","6800","10056","2203502280704","32732","9859072","6108","28","200","72","233","146","258904","0","19","2203484684288","10.0.26200","9248","39053",
"fluent-bit.exe","278","4396253184","27525120","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\fluent-bit.exe","fluent-bit.exe","fluent-bit.exe",,"fluent-bit.exe",,"Win32_Process","9/2/2026 11:09:38 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2124","703906250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"84687500","27525120"," --config=""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\mcs/fluentbit/td-agent.conf""","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\fluent-bit.exe","278","1380","200","2625252","123892902","7939","3472","6108","3668","4401496064","27404","3555328","2124","100","151","129","152","16749","9840172","0","5","4396253184","10.0.26200","197","396092",
"MonAgentCore.exe","623","2203512942592","39264256","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentCore.exe","MonAgentCore.exe","MonAgentCore.exe",,"MonAgentCore.exe",,"Win32_Process","9/2/2026 11:09:38 AM","Win32_ComputerSystem","DataFiles-Corp-",,"920","123281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"84375000","39264256","  -deploymentdir ""C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent"" -LocalPath ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01""  -mcsmode    -InitializedEvent ""AzureMonitorAgentExtension-StartAgentEventName""  -managerver 1  -parent 6108 -ShutDownEvent AzureMonitorAgentExtension-ShutdownEventName6800 -TotalShutDownEvent AzureMonitorAgentExtension-TotalShutdownEventName6800 -ConfigFile ""C:\WindowsAzure\Resources\AMADataStore.DataFiles-Corp-S01\mcs\mcsconfig.latest.xml"" ","C:\Packages\Plugins\Microsoft.Azure.Monitor.AzureMonitorWindowsAgent\1.45.0.0\Monitoring\Agent\MonAgentCore.exe","623","1380","200","219466","8737612","168865","16968","6108","21516","2203552862208","42120","17375232","920","39","219","81","286","266","498283","0","43","2203512942592","10.0.26200","636","15957",
"svchost.exe","727","2203507978240","31387648",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:09 AM","Win32_ComputerSystem","DataFiles-Corp-",,"3276","44218750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"29375000","31387648",,,"727",,,"142353","29256248","58370","10360","844","35220","2203527979008","57140","10608640","3276","23","184","619","240","17","3071509","0","12","2203507978240","10.0.26200","56","50186874",
"MicrosoftEdgeUpdate.exe","215","96276480","5914624","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe",,"MicrosoftEdgeUpdate.exe",,"Win32_Process","9/2/2026 11:10:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1216","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1562500","5914624","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","215","1380","200","1168","19376","5837","2868","2352","3148","101724160","13628","2936832","1216","15","122","21","130","5","4732","0","4","96276480","10.0.26200","205","14728",
"svchost.exe","186","2203422908416","11083776",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2968","1093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2500000","11083776",,,"186",,,"1355","17232","11852","2216","844","2560","2203431096320","11492","2269184","2968","11","96","17","106","0","0","0","7","2203422908416","10.0.26200","0","0",
"svchost.exe","204","2203428327424","15634432",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:12 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6780","1875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","15634432",,,"204",,,"1891","41144","9827","2632","844","6868","2203438743552","19544","2695168","6780","12","118","28","202","6","77628","0","2","2203428327424","10.0.26200","0","0",
"svchost.exe","252","2203442053120","16916480",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:12 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6452","3281250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1875000","16916480",,,"252",,,"3144","52722","14670","3392","844","7940","2203453857792","23508","3473408","6452","15","142","22","223","76","84918","0","10","2203442053120","10.0.26200","2","131072",
"svchost.exe","223","2203453902848","22732800",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:13 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1308","6093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"10000000","22732800",,,"223",,,"1733","30692","21471","8888","844","11436","2203459698688","24676","9101312","1308","16","115","18","190","4","78884","0","11","2203453902848","10.0.26200","0","0",
"svchost.exe","222","2203422113792","14544896",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:10:13 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1728","2812500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2968750","14544896",,,"222",,,"660","6488","10898","3332","844","3596","2203425185792","14280","3411968","1728","14","89","15","90","0","0","0","11","2203422113792","10.0.26200","0","0",
"svchost.exe","231","2203422715904","14745600",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:18:11 AM","Win32_ComputerSystem","DataFiles-Corp-",,"6748","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1406250","14745600",,,"231",,,"344","2802","8454","2368","844","2824","2203429748736","14752","2424832","6748","12","111","14","112","1","8135","0","3","2203422715904","10.0.26200","0","0",
"svchost.exe","195","2203500273664","13910016",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:18:15 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1508","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","13910016",,,"195",,,"590","8780","9031","6468","844","6748","2203504467968","14164","6623232","1508","17","105","18","108","35","595920","0","6","2203500273664","10.0.26200","21","110592",
"svchost.exe","307","2203447967744","24059904",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 6:12:09 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7872","7343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9843750","24059904",,,"307",,,"6709","81190","16591","5628","844","9340","2203475513344","32120","5763072","7872","16","162","21","252","271","1017132","0","5","2203447967744","10.0.26200","0","0",
"svchost.exe","176","2203417743360","16633856",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 6:12:33 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4188","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1093750","16633856",,,"176",,,"123","1080","6482","1984","844","2596","2203426131968","16460","2031616","4188","10","96","13","96","1","9956","0","3","2203417743360","10.0.26200","0","0",
"WaSecAgentProv.exe","138","2203388755968","9240576","C:\WindowsAzure\SecAgent\WaSecAgentProv.exe","WaSecAgentProv.exe","WaSecAgentProv.exe",,"WaSecAgentProv.exe",,"Win32_Process","9/2/2026 11:08:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10376","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","9240576","""C:\WindowsAzure\SecAgent\WaSecAgentProv.exe"" -startPoll C:\WindowsAzure\Logs\ 168.63.129.16 5248000 3600000 21600000","C:\WindowsAzure\SecAgent\WaSecAgentProv.exe","138","102400","12800","270","7546","2737","1724","3420","2184","2203403436032","9324","1765376","10376","9","85","12","87","1","2916","0","2","2203388755968","10.0.26200","86","18108",
"conhost.exe","76","2203392200704","6926336","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/2/2026 11:08:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8752","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","6926336","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","76","102400","12800","72","1532","1848","1044","10376","1116","2203394297856","6808","1069056","8752","8","65","9","65","0","0","0","2","2203392200704","10.0.26200","0","0",
"WmiPrvSE.exe","359","2203423948800","24178688",,"WmiPrvSE.exe","WmiPrvSE.exe",,"WmiPrvSE.exe",,"Win32_Process","9/3/2026 1:49:24 AM","Win32_ComputerSystem","DataFiles-Corp-",,"12984","4218750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1718750","24178688",,,"359",,,"9347","56182","25653","9048","984","11476","2203425714176","25664","9265152","12984","19","126","46","130","38","264100","0","11","2203423948800","10.0.26200","36","3464",
"WmiPrvSE.exe","176","2203399700480","13705216",,"WmiPrvSE.exe","WmiPrvSE.exe",,"WmiPrvSE.exe",,"Win32_Process","9/3/2026 1:49:26 AM","Win32_ComputerSystem","DataFiles-Corp-",,"12648","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","13705216",,,"176",,,"142","442","3841","4068","984","4128","2203399700480","13384","4165632","12648","12","82","12","82","0","0","0","9","2203399700480","10.0.26200","0","0",
"TrustedInstaller.exe","148","2203390394368","10285056",,"TrustedInstaller.exe","TrustedInstaller.exe",,"TrustedInstaller.exe",,"Win32_Process","9/3/2026 1:49:26 AM","Win32_ComputerSystem","DataFiles-Corp-",,"7960","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","10285056",,,"148",,,"102","614","2594","1808","844","1888","2203391451136","10052","1851392","7960","10","70","10","70","0","0","0","6","2203390394368","10.0.26200","12","1282",
"TiWorker.exe","219","2203435933696","18788352","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe","TiWorker.exe","TiWorker.exe",,"TiWorker.exe",,"Win32_Process","9/3/2026 1:49:26 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2652","4843750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"8593750","18788352","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe -Embedding","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.9156_none_a546383f7734e5e5\TiWorker.exe","219","1380","200","1930","19510","14777","5884","984","20700","2203441385472","34488","6025216","2652","15","139","15","220","218","4079494","0","6","2203435933696","10.0.26200","283","28429",
"svchost.exe","166","2203410677760","9924608",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/3/2026 1:49:27 AM","Win32_ComputerSystem","DataFiles-Corp-",,"10700","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","9924608",,,"166",,,"189","3520","2523","1836","844","1904","2203411202048","9724","1880064","10700","10","81","10","81","1","116","0","6","2203410677760","10.0.26200","1","160",
"svchost.exe","183","2203459035136","15659008",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/3/2026 1:49:28 AM","Win32_ComputerSystem","DataFiles-Corp-",,"9904","156250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","15659008",,,"183",,,"457","1248","4052","5508","844","15092","2203460145152","15572","5640192","9904","18","90","18","91","580","282045","0","29","2203459035136","10.0.26200","0","0",
